;;INE PADRON;;;;;;AGENCIA TRIBUTARIA;
PROVINCIA;NOMBRE;POB19;HOMBRES;MUJERES;POB05;POB10;POB15;RENTA_BRUTA_MEDIA;RENTA_BRUTA_DISPONIBLE
Cuenca;Saceda-Trasierra;41;30;11;90;70;51;0;0
Cuenca;Saelices;483;252;231;651;651;553;0;0
Cuenca;Salinas del Manzano;68;40;28;106;105;94;0;0
Cuenca;Salmeroncillos;102;58;44;180;163;115;0;0
Cuenca;Salvacañete;303;158;145;335;316;316;0;0
Cuenca;San Clemente;6988;3511;3477;6,948;7204;6754;0;0
Cuenca;San Lorenzo de la Parrilla;1042;524;518;1,319;1288;1153;0;0
Cuenca;San Martín de Boniches;44;23;21;87;59;48;0;0
Cuenca;San Pedro Palmiches;57;32;25;103;86;70;0;0
Cuenca;Santa Cruz de Moya;218;117;101;387;290;259;0;0
Cuenca;Santa María de los Llanos;676;352;324;794;731;721;0;0
Cuenca;Santa María del Campo Rus;571;293;278;775;706;626;0;0
Cuenca;Santa María del Val;67;39;28;98;82;68;0;0
Cuenca;Sisante;1642;826;816;1,806;1960;1758;16434;14138
Cuenca;Solera de Gabaldón;28;15;13;40;31;29;0;0
Cuenca;Sotorribas;732;378;354;901;864;802;0;0
Cuenca;Talayuelas;878;467;411;1,113;1049;944;0;0
Cuenca;Tarancón;15271;7550;7721;13,266;15732;14922;24677;20492
Cuenca;Tébar;286;146;140;383;375;303;0;0
Cuenca;Tejadillos;118;57;61;171;139;129;0;0
Cuenca;Tinajas;201;110;91;382;330;221;0;0
Cuenca;Torralba;112;67;45;183;164;127;0;0
Cuenca;Torrejoncillo del Rey;341;180;161;646;571;433;0;0
Cuenca;Torrubia del Campo;257;129;128;347;332;285;0;0
Cuenca;Torrubia del Castillo;38;24;14;40;42;40;0;0
Cuenca;Tragacete;249;139;110;320;349;288;0;0
Cuenca;Tresjuncos;293;155;138;448;386;343;0;0
Cuenca;Tribaldos;107;57;50;124;118;95;0;0
Cuenca;Uclés;222;117;105;266;246;234;0;0
Cuenca;Uña;82;43;39;128;122;103;0;0
Cuenca;Valdecolmenas, Los;72;47;25;0;0;84;0;0
Cuenca;Valdemeca;84;47;37;101;110;91;0;0
Cuenca;Valdemorillo de la Sierra;59;35;24;84;78;83;0;0
Cuenca;Valdemoro-Sierra;110;65;45;166;142;119;0;0
Cuenca;Valdeolivas;202;125;77;264;259;208;0;0
Cuenca;Valdetórtola;133;75;58;156;164;154;0;0
Cuenca;Valeras, Las;1496;789;707;0;0;1632;0;0
Cuenca;Valhermoso de la Fuente;57;30;27;43;50;55;0;0
Cuenca;Valle de Altomira, El;211;117;94;0;0;246;0;0
Cuenca;Valsalobre;23;12;11;62;60;32;0;0
Cuenca;Valverde de Júcar;1082;534;548;1,321;1280;1172;0;0
Cuenca;Valverdejo;93;51;42;128;111;101;0;0
Cuenca;Vara de Rey;496;254;242;630;631;561;0;0
Cuenca;Vega del Codorno;129;80;49;202;172;153;0;0
Cuenca;Vellisca;102;59;43;161;149;112;0;0
Cuenca;Villaconejos de Trabaque;344;172;172;466;466;372;0;0
Cuenca;Villaescusa de Haro;470;239;231;596;574;529;0;0
Cuenca;Villagarcía del Llano;759;383;376;941;848;762;0;0
Cuenca;Villalba de la Sierra;456;225;231;571;568;509;0;0
Cuenca;Villalba del Rey;516;282;234;639;594;566;0;0
Cuenca;Villalgordo del Marquesado;80;42;38;112;100;99;0;0
Cuenca;Villalpardo;1018;504;514;1,191;1143;970;1418;12539
Cuenca;Villamayor de Santiago;2481;1258;1223;2,782;3068;2617;0;0
Cuenca;Villanueva de Guadamejud;65;39;26;109;110;80;0;0
Cuenca;Villanueva de la Jara;2249;1133;1116;2,182;2231;2304;0;0
Cuenca;Villar de Cañas;374;204;170;484;436;447;0;0
Cuenca;Villar de Domingo García;220;109;111;267;225;218;0;0
Cuenca;Villar de la Encina;154;84;70;213;171;164;0;0
Cuenca;Villar de Olalla;1270;682;588;1,039;1202;1236;0;0
Cuenca;Villar del Humo;184;102;82;334;266;235;0;0
Cuenca;Villar del Infantado;43;23;20;45;47;42;0;0
Cuenca;Villar y Velasco;77;44;33;111;109;104;0;0
Cuenca;Villarejo de Fuentes;429;215;214;740;692;488;0;0
Cuenca;Villarejo de la Peñuela;20;9;11;30;21;21;0;0
Cuenca;Villarejo-Periesteban;380;190;190;505;439;324;0;0
Cuenca;Villares del Saz;443;226;217;627;633;517;0;0
Cuenca;Villarrubio;194;109;85;258;255;211;0;0
Cuenca;Villarta;793;393;400;864;965;917;0;0
Cuenca;Villas de la Ventosa;211;123;88;359;296;280;0;0
Cuenca;Villaverde y Pasaconsol;332;176;156;399;371;352;0;0
Cuenca;Víllora;114;60;54;201;148;141;0;0
Cuenca;Vindel;11;7;4;22;16;12;0;0
Cuenca;Yémeda;21;13;8;29;28;23;0;0
Cuenca;Zafra de Záncara;122;68;54;162;147;137;0;0
Cuenca;Zafrilla;58;29;29;117;90;75;0;0
Cuenca;Zarza de Tajo;239;138;101;271;330;296;0;0
Cuenca;Zarzuela;170;91;79;267;230;204;0;0
Gipuzkoa;Abaltzisketa;333;181;152;284;326;329;0;0
Gipuzkoa;Aduna;469;253;216;352;429;470;0;0
Gipuzkoa;Aia;2054;1092;962;1,750;2007;2051;0;0
Gipuzkoa;Aizarnazabal;772;391;381;629;708;775;0;0
Gipuzkoa;Albiztur;304;159;145;298;315;320;0;0
Gipuzkoa;Alegia;1722;890;832;1,646;1750;1741;0;0
Gipuzkoa;Alkiza;367;178;189;301;353;362;0;0
Gipuzkoa;Altzaga;183;90;93;154;159;176;0;0
Gipuzkoa;Altzo;435;226;209;359;398;405;0;0
Gipuzkoa;Amezketa;921;497;424;969;994;942;0;0
Gipuzkoa;Andoain;14637;7248;7389;13,993;14662;14668;0;0
Gipuzkoa;Anoeta;2090;1088;1002;1,784;1850;1959;0;0
Gipuzkoa;Antzuola;2126;1059;1067;2,041;2161;2193;0;0
Gipuzkoa;Arama;200;99;101;164;218;210;0;0
Gipuzkoa;Aretxabaleta;7128;3577;3551;6,320;6700;6974;0;0
Gipuzkoa;Arrasate/Mondragón;22001;10814;11187;22,611;22011;22055;0;0
Gipuzkoa;Asteasu;1551;808;743;1,394;1473;1525;0;0
Gipuzkoa;Astigarraga;6532;3312;3220;4,151;4709;5688;0;0
Gipuzkoa;Ataun;1693;879;814;1,531;1670;1674;0;0
Gipuzkoa;Azkoitia;11633;5783;5850;10,492;11351;11566;0;0
Gipuzkoa;Azpeitia;14936;7468;7468;13,884;14305;14675;0;0
Gipuzkoa;Baliarrain;138;74;64;96;120;147;0;0
Gipuzkoa;Beasain;13880;6976;6904;12,586;13680;13980;0;0
Gipuzkoa;Beizama;143;86;57;173;183;165;0;0
Gipuzkoa;Belauntza;241;125;116;289;296;248;0;0
Gipuzkoa;Berastegi;1076;555;521;995;1051;1061;0;0
Gipuzkoa;Bergara;14637;7260;7377;14,879;14637;14780;0;0
Gipuzkoa;Berrobi;603;315;288;560;576;583;0;0
Gipuzkoa;Bidania-Goiatz;520;284;236;0;0;526;0;0
Gipuzkoa;Deba;5459;2711;2748;5,274;5384;5463;0;0
Gipuzkoa;Donostia/San Sebastián;187415;88306;99109;0;0;186095;0;0
Gipuzkoa;Eibar;27522;13391;14131;27,784;27378;27414;0;0
Gipuzkoa;Elduain;250;125;125;212;235;244;0;0
Gipuzkoa;Elgeta;1136;581;555;1,027;1079;1116;0;0
Gipuzkoa;Elgoibar;11613;5739;5874;10,538;11324;11589;0;0
Gipuzkoa;Errenteria;39471;19110;20361;37,873;39020;39276;0;0
Gipuzkoa;Errezil;585;307;278;607;616;593;0;0
Gipuzkoa;Eskoriatza;4065;2033;2032;3,894;4055;4085;0;0
Gipuzkoa;Ezkio-Itsaso;611;321;290;572;608;619;0;0
Gipuzkoa;Gabiria;488;258;230;420;492;491;0;0
Gipuzkoa;Gaintza;128;75;53;122;128;122;0;0
Gipuzkoa;Gaztelu;152;82;70;151;166;164;0;0
Gipuzkoa;Getaria;2821;1430;1391;2,546;2675;2783;0;0
Gipuzkoa;Hernani;20354;9964;10390;18,827;19285;19600;0;0
Gipuzkoa;Hernialde;303;159;144;326;348;331;0;0
Gipuzkoa;Hondarribia;16828;8370;8458;15,940;16464;16945;0;0
Gipuzkoa;Ibarra;4199;2094;2105;4,306;4345;4278;0;0
Gipuzkoa;Idiazabal;2312;1174;1138;2,162;2261;2308;0;0
Gipuzkoa;Ikaztegieta;498;251;247;394;470;486;0;0
Gipuzkoa;Irun;62401;30494;31907;59,508;60938;61481;0;0
Gipuzkoa;Irura;1852;962;890;1,113;1577;1690;0;0
Gipuzkoa;Itsasondo;658;343;315;565;661;675;0;0
Gipuzkoa;Larraul;251;138;113;177;253;249;0;0
Gipuzkoa;Lasarte-Oria;18380;8899;9481;17,646;17856;18093;0;0
Gipuzkoa;Lazkao;5742;2887;2855;5,113;5348;5456;0;0
Gipuzkoa;Leaburu;372;199;173;364;395;368;0;0
Gipuzkoa;Legazpi;8371;4227;4144;8,665;8718;8521;0;0
Gipuzkoa;Legorreta;1417;716;701;1,375;1496;1441;0;0
Gipuzkoa;Leintz-Gatzaga;234;126;108;250;262;241;0;0
Gipuzkoa;Lezo;6122;3051;3071;5,911;5988;5990;0;0
Gipuzkoa;Lizartza;603;312;291;613;661;624;0;0
Gipuzkoa;Mendaro;1999;1002;997;1,679;1898;2026;0;0
Gipuzkoa;Mutiloa;249;136;113;168;248;266;0;0
Gipuzkoa;Mutriku;5333;2688;2645;4,752;5021;5313;0;0
Gipuzkoa;Oiartzun;10293;5081;5212;9,730;9947;10148;0;0
Gipuzkoa;Olaberria;953;480;473;918;948;932;0;0
Gipuzkoa;Oñati;11380;5617;5763;10,711;10957;11276;0;0
Gipuzkoa;Ordizia;10394;5151;5243;9,025;9758;9846;0;0
Gipuzkoa;Orendain;218;112;106;165;191;193;0;0
Gipuzkoa;Orexa;121;67;54;89;123;126;0;0
Gipuzkoa;Orio;6022;3020;3002;4,640;5147;5805;0;0
Gipuzkoa;Ormaiztegi;1276;641;635;1,249;1319;1304;0;0
Gipuzkoa;Pasaia;16156;7794;8362;16,116;15977;16012;0;0
Gipuzkoa;Segura;1467;742;725;1,230;1455;1476;0;0
Gipuzkoa;Soraluze-Placencia de las Armas;3883;1945;1938;0;0;3947;0;0
Gipuzkoa;Tolosa;19667;9502;10165;17,829;18095;19113;0;0
Gipuzkoa;Urnieta;6168;3088;3080;5,847;6145;6239;0;0
Gipuzkoa;Urretxu;6756;3327;3429;6,723;6957;6908;0;0
Gipuzkoa;Usurbil;6174;3090;3084;5,661;6013;6183;0;0
Gipuzkoa;Villabona;5867;2939;2928;5,745;5822;5862;0;0
Gipuzkoa;Zaldibia;1613;824;789;1,477;1504;1577;0;0
Gipuzkoa;Zarautz;23323;11357;11966;22,056;22658;22988;0;0
Gipuzkoa;Zegama;1528;773;755;1,303;1530;1517;0;0
Gipuzkoa;Zerain;259;124;135;243;249;255;0;0
Gipuzkoa;Zestoa;3711;1939;1772;3,220;3544;3714;0;0
Gipuzkoa;Zizurkil;3002;1512;1490;2,828;2766;3010;0;0
Gipuzkoa;Zumaia;10098;5019;5079;8,739;9337;9798;0;0
Gipuzkoa;Zumarraga;9728;4791;4937;10,070;10037;9921;0;0
Girona;Agullana;831;411;420;759;840;828;0;0
Girona;Aiguaviva;756;383;373;601;727;775;0;0
Girona;Albanyà;157;80;77;131;149;149;0;0
Girona;Albons;776;401;375;589;710;745;0;0
Girona;Alp;1580;828;752;1,389;1733;1595;26229;21277
Girona;Amer;2298;1122;1176;2,237;2306;2250;24268;19973
Girona;Anglès;5599;2780;2819;5,191;5560;5540;22548;18721
Girona;Arbúcies;6556;3390;3166;6,002;6647;6297;22921;18729
Girona;Argelaguer;397;205;192;408;425;412;0;0
Girona;Armentera, L';930;461;469;0;0;907;0;0
Girona;Avinyonet de Puigventós;1610;796;814;1,101;1517;1565;0;0
Girona;Banyoles;19826;9873;9953;16,938;18780;19299;25694;21016
Girona;Bàscara;1004;520;484;877;963;943;0;0
Girona;Begur;3925;1964;1961;3,986;4209;3985;26175;20968
Girona;Bellcaire d'Empordà;693;336;357;668;673;652;0;0
Girona;Besalú;2492;1170;1322;2,211;2360;2437;24312;20134
Girona;Bescanó;4960;2505;2455;3,762;4555;4807;25602;2096
Girona;Beuda;190;100;90;147;161;193;0;0
Girona;Bisbal d'Empordà, La;10974;5446;5528;0;0;10759;0;0
Girona;Biure;232;118;114;237;242;242;0;0
Girona;Blanes;39028;19356;19672;36,711;40010;39132;23054;19276
Girona;Boadella i les Escaules;252;130;122;240;255;261;0;0
Girona;Bolvir;369;191;178;287;395;380;0;0
Girona;Bordils;1779;887;892;1,501;1715;1710;26949;21707
Girona;Borrassà;714;374;340;586;684;711;0;0
Girona;Breda;3740;1836;1904;3,625;3771;3728;2296;19093
Girona;Brunyola i Sant Martí Sapresa;383;195;188;0;0;0;0;0
Girona;Cabanelles;279;154;125;249;237;237;0;0
Girona;Cabanes;948;500;448;2,659;3089;2939;17887;15251
Girona;Cadaqués;2712;1322;1390;2,623;2892;2840;23451;19497
Girona;Caldes de Malavella;7641;3828;3813;5,280;6920;7166;0;0
Girona;Calonge i Sant Antoni;11092;5571;5521;0;0;0;0;0
Girona;Camós;693;341;352;673;681;683;0;0
Girona;Campdevànol;3223;1566;1657;3,432;3499;3352;24218;19986
Girona;Campelles;139;71;68;114;127;127;0;0
Girona;Campllong;547;272;275;368;467;499;0;0
Girona;Camprodon;2281;1117;1164;2,446;2479;2299;2602;21158
Girona;Canet d'Adri;723;371;352;564;618;671;0;0
Girona;Cantallops;313;153;160;271;319;328;0;0
Girona;Capmany;613;307;306;500;620;590;0;0
Girona;Cassà de la Selva;10380;5301;5079;8,612;9637;10030;0;0
Girona;Castellfollit de la Roca;961;493;468;964;1048;992;0;0
Girona;Castelló d'Empúries;10906;5508;5398;9,167;12220;10870;0;0
Girona;Castell-Platja d'Aro;10860;5357;5503;9,239;10445;10589;0;0
Girona;Cellera de Ter, La;1946;965;981;0;0;2071;0;0
Girona;Celrà;5452;2722;2730;3,510;4638;5155;25686;20919
Girona;Cervià de Ter;968;492;476;796;895;926;0;0
Girona;Cistella;282;138;144;239;251;303;0;0
Girona;Colera;448;223;225;606;576;533;0;0
Girona;Colomers;176;87;89;207;201;189;0;0
Girona;Corçà;1267;646;621;1,232;1296;1244;22836;19144
Girona;Cornellà del Terri;2364;1197;1167;2,017;2210;2236;0;0
Girona;Crespià;246;127;119;241;253;256;0;0
Girona;Cruïlles, Monells i Sant Sadurní de l'Heura;1279;640;639;1,233;1250;1304;0;0
Girona;Darnius;546;273;273;543;529;554;0;0
Girona;Das;253;131;122;171;224;222;0;0
Girona;Escala, L';10339;5267;5072;0;0;10276;0;0
Girona;Espinelves;215;110;105;193;192;196;0;0
Girona;Espolla;416;203;213;395;408;415;0;0
Girona;Esponellà;438;224;214;432;461;444;0;0
Girona;Far d'Empordà, El;599;305;294;0;0;552;0;0
Girona;Figueres;46654;23092;23562;38,884;44255;45346;23898;19755
Girona;Flaçà;1093;528;565;983;1070;1060;24321;2023
Girona;Foixà;297;150;147;329;327;306;0;0
Girona;Fontanals de Cerdanya;444;220;224;436;457;450;0;0
Girona;Fontanilles;139;80;59;164;160;144;0;0
Girona;Fontcoberta;1468;738;730;1,137;1280;1448;25037;20618
Girona;Forallac;1687;828;859;1,745;1749;1705;27326;22162
Girona;Fornells de la Selva;2650;1322;1328;1,884;2343;2528;0;0
Girona;Fortià;763;389;374;572;642;723;0;0
Girona;Garrigàs;437;231;206;332;382;423;0;0
Girona;Garrigoles;162;84;78;156;157;160;0;0
Girona;Garriguella;855;421;434;735;858;842;0;0
Girona;Ger;448;222;226;433;461;430;0;0
Girona;Girona;101852;48931;52921;86,672;96236;97586;20317;1726
Girona;Gombrèn;188;96;92;229;224;185;0;0
Girona;Gualta;397;229;168;359;365;368;0;0
Girona;Guils de Cerdanya;537;288;249;392;519;523;0;0
Girona;Hostalric;4221;2130;2091;3,459;3998;4005;23177;1924
Girona;Isòvol;281;161;120;231;309;281;0;0
Girona;Jafre;380;206;174;377;432;387;0;0
Girona;Jonquera, La;3290;1637;1653;0;0;3220;0;0
Girona;Juià;323;174;149;298;325;338;0;0
Girona;Lladó;818;398;420;562;697;767;0;0
Girona;Llagostera;8453;4303;4150;6,764;7915;8224;22795;18989
Girona;Llambilles;696;359;337;585;690;733;0;0
Girona;Llanars;505;259;246;546;571;512;0;0
Girona;Llançà;4836;2394;2442;4,371;5214;4985;22986;19213
Girona;Llers;1239;617;622;1,145;1172;1209;31165;22514
Girona;Llívia;1417;748;669;1,252;1608;1456;25187;20375
Girona;Lloret de Mar;38373;19528;18845;29,445;39794;37618;0;0
Girona;Llosses, Les;218;121;97;0;0;226;0;0
Girona;Maçanet de Cabrenys;688;340;348;734;728;755;0;0
Girona;Maçanet de la Selva;7006;3598;3408;5,354;7020;6887;0;0
Girona;Madremanya;283;138;145;222;250;276;0;0
Girona;Maià de Montcal;449;251;198;374;433;446;0;0
Girona;Masarac;288;150;138;263;276;294;0;0
Girona;Massanes;761;405;356;624;726;722;0;0
Girona;Meranges;104;58;46;88;89;100;0;0
Girona;Mieres;318;160;158;352;43688;40338;25567;21041
Girona;Mollet de Peralada;189;96;93;175;170;180;0;0
Girona;Molló;337;162;175;336;354;330;0;0
Girona;Montagut i Oix;916;475;441;875;989;949;0;0
Girona;Mont-ras;1679;846;833;1,826;1821;1710;0;0
Girona;Navata;1381;671;710;882;1158;1323;26023;21149
Girona;Ogassa;234;130;104;262;256;232;0;0
Girona;Olot;35228;17569;17659;31,271;33589;33944;24976;20454
Girona;Ordis;371;199;172;347;385;389;0;0
Girona;Osor;428;227;201;409;426;421;0;0
Girona;Palafrugell;22974;11377;11597;20,509;22622;22733;22645;18893
Girona;Palamós;17910;8766;9144;16,817;18057;17911;23504;19603
Girona;Palau de Santa Eulàlia;91;52;39;88;105;88;0;0
Girona;Palau-sator;310;166;144;283;290;298;0;0
Girona;Palau-saverdera;1476;741;735;1,178;1475;1485;0;0
Girona;Palol de Revardit;455;228;227;425;482;466;0;0
Girona;Pals;2411;1222;1189;2,335;2745;2501;26725;21793
Girona;Pardines;162;89;73;162;164;155;0;0
Girona;Parlavà;394;199;195;341;402;398;0;0
Girona;Pau;560;285;275;473;563;557;0;0
Girona;Pedret i Marzà;198;101;97;158;173;193;0;0
Girona;Pera, La;446;221;225;0;0;441;0;0
Girona;Peralada;1850;906;944;1,558;1826;1841;2526;20637
Girona;Planes d'Hostoles, Les;1683;851;832;0;0;1674;0;0
Girona;Planoles;288;157;131;313;288;298;0;0
Girona;Pont de Molins;529;267;262;450;498;512;0;0
Girona;Pontós;266;141;125;229;242;231;0;0
Girona;Porqueres;4621;2288;2333;4,060;4400;4521;25127;20298
Girona;Port de la Selva, El;970;501;469;0;0;1002;0;0
Girona;Portbou;1075;528;547;1,374;1302;1167;25182;20517
Girona;Preses, Les;1788;890;898;0;0;1764;0;0
Girona;Puigcerdà;9258;4585;4673;8,845;8746;8825;23675;19521
Girona;Quart;3724;1855;1869;2,629;2983;3448;27083;21931
Girona;Queralbs;191;104;87;202;190;173;0;0
Girona;Rabós;178;89;89;177;192;182;0;0
Girona;Regencós;269;141;128;297;315;285;0;0
Girona;Ribes de Freser;1754;882;872;2,044;1930;1818;0;0
Girona;Riells i Viabrea;4124;2113;2011;3,035;3868;3945;0;0
Girona;Ripoll;10686;5273;5413;10,762;10991;10632;24472;20117
Girona;Riudarenes;2182;1125;1057;1,679;2123;2120;25903;20961
Girona;Riudaura;478;232;246;426;441;461;0;0
Girona;Riudellots de la Selva;2076;1053;1023;1,775;1975;2022;0;0
Girona;Riumors;258;126;132;154;224;245;0;0
Girona;Roses;19550;9862;9688;15,535;20418;19575;21913;18226
Girona;Rupià;272;138;134;201;243;248;0;0
Girona;Sales de Llierca;154;77;77;117;136;139;0;0
Girona;Salt;31362;16454;14908;27,370;30304;29342;21605;18109
Girona;Sant Andreu Salou;155;79;76;154;155;149;0;0
Girona;Sant Aniol de Finestres;341;177;164;286;342;373;0;0
Girona;Sant Climent Sescebes;626;364;262;474;521;601;0;0
Girona;Sant Feliu de Buixalleu;783;410;373;769;793;787;0;0
Girona;Sant Feliu de Guíxols;21925;10802;11123;20,318;21975;21586;0;0
Girona;Sant Feliu de Pallerols;1371;667;704;1,223;1363;1332;0;0
Girona;Sant Ferriol;243;124;119;206;236;239;0;0
Girona;Sant Gregori;3817;1959;1858;2,844;3243;3498;0;0
Girona;Sant Hilari Sacalm;5627;2843;2784;5,474;5729;5608;0;0
Girona;Sant Jaume de Llierca;865;416;449;785;780;841;0;0
Girona;Sant Joan de les Abadesses;3232;1604;1628;3,621;3529;3383;0;0
Girona;Sant Joan de Mollet;507;248;259;475;513;497;0;0
Girona;Sant Joan les Fonts;3006;1541;1465;2,631;2831;2937;0;0
Girona;Sant Jordi Desvalls;761;380;381;631;653;720;0;0
Girona;Sant Julià de Ramis;3515;1780;1735;2,495;3281;3415;0;0
Girona;Sant Julià del Llor i Bonmatí;1286;651;635;1,007;1291;1272;0;0
Girona;Sant Llorenç de la Muga;264;135;129;202;222;255;0;0
Girona;Sant Martí de Llémena;633;330;303;526;566;605;0;0
Girona;Sant Martí Vell;252;131;121;185;265;248;0;0
Girona;Sant Miquel de Campmajor;231;127;104;197;243;219;0;0
Girona;Sant Miquel de Fluvià;764;397;367;671;765;756;0;0
Girona;Sant Mori;177;90;87;167;166;176;0;0
Girona;Sant Pau de Segúries;697;347;350;669;710;682;0;0
Girona;Sant Pere Pescador;2042;1084;958;1,775;2033;2143;0;0
Girona;Santa Coloma de Farners;13143;6621;6522;10,557;11948;12681;0;0
Girona;Santa Cristina d'Aro;5223;2624;2599;3,983;5067;5089;0;0
Girona;Santa Llogaia d'Àlguema;370;189;181;311;325;339;0;0
Girona;Santa Pau;1565;792;773;1,541;1600;1562;0;0
Girona;Sarrià de Ter;5170;2530;2640;4,036;4596;4973;0;0
Girona;Saus, Camallera i Llampaies;837;424;413;0;765;830;0;0
Girona;Selva de Mar, La;196;108;88;0;0;184;0;0
Girona;Serinyà;1136;576;560;998;1104;1130;24059;19856
Girona;Serra de Daró;221;122;99;177;209;209;0;0
Girona;Setcases;177;98;79;180;181;180;0;0
Girona;Sils;6093;3108;2985;3,947;5356;5797;23242;19237
Girona;Siurana;168;84;84;175;190;152;0;0
Girona;Susqueda;101;60;41;113;118;92;0;0
Girona;Tallada d'Empordà, La;463;241;222;0;0;458;0;0
Girona;Terrades;329;162;167;155;317;294;0;0
Girona;Torrent;175;92;83;188;190;169;2272;19058
Girona;Torroella de Fluvià;694;354;340;437;686;732;0;0
Girona;Torroella de Montgrí;11645;5900;5745;10,228;11522;11388;0;0
Girona;Tortellà;809;393;416;714;771;775;0;0
Girona;Toses;171;102;69;163;155;155;0;0
Girona;Tossa de Mar;5683;2861;2822;5,260;5976;5623;0;0
Girona;Ullà;1153;632;521;946;1019;1068;22422;18634
Girona;Ullastret;290;140;150;226;250;295;0;0
Girona;Ultramort;223;118;105;203;213;200;0;0
Girona;Urús;189;93;96;205;208;176;0;0
Girona;Vajol, La;89;48;41;0;0;88;0;0
Girona;Vall de Bianya, La;1264;639;625;0;0;1297;0;0
Girona;Vall d'en Bas, La;3072;1553;1519;0;0;2966;0;0
Girona;Vallfogona de Ripollès;206;109;97;221;234;205;0;0
Girona;Vall-llobrega;899;446;453;655;866;915;0;0
Girona;Ventalló;859;438;421;710;792;830;0;0
Girona;Verges;1171;572;599;1,173;1166;1197;21823;18243
Girona;Vidrà;167;83;84;172;168;173;0;0
Girona;Vidreres;7797;4048;3749;6,215;7629;7741;24174;19984
Girona;Vilabertran;979;489;490;831;907;902;0;0
Girona;Vilablareix;2897;1438;1459;2,189;2297;2559;28891;23217
Girona;Viladamat;468;241;227;422;458;441;0;0
Girona;Viladasens;200;107;93;182;216;221;0;0
Girona;Vilademuls;815;424;391;787;766;834;0;0
Girona;Viladrau;1040;509;531;982;1098;1035;27433;21992
Girona;Vilafant;5394;2636;2758;4,852;5429;5543;23285;19141
Girona;Vilajuïga;1104;549;555;1,059;1155;1169;22895;19009
Girona;Vilallonga de Ter;398;212;186;437;477;398;0;0
Girona;Vilamacolum;348;193;155;292;328;294;0;0
Girona;Vilamalla;1181;586;595;947;1100;1133;22413;18451
Girona;Vilamaniscle;200;116;84;168;181;179;0;0
Girona;Vilanant;392;197;195;336;363;399;0;0
Girona;Vila-sacra;760;372;388;509;627;670;0;0
Girona;Vilaür;157;81;76;140;146;159;0;0
Girona;Vilobí d'Onyar;3291;1711;1580;2,664;3032;3166;0;0
Girona;Vilopriu;202;107;95;181;208;199;0;0
Granada;Agrón;274;134;140;301;340;310;0;0
Granada;Alamedilla;574;288;286;811;699;637;0;0
Granada;Albolote;18808;9304;9504;15,563;17637;18464;24709;20245
Granada;Albondón;728;408;320;929;883;782;0;0
Granada;Albuñán;406;208;198;462;429;420;0;0
Granada;Albuñol;7233;3952;3281;6,215;6704;6948;16208;14396
Granada;Albuñuelas;821;408;413;1,102;982;893;0;0
Granada;Aldeire;615;322;293;735;696;631;0;0
Granada;Alfacar;5400;2751;2649;5,107;5444;5445;20519;17293
Granada;Algarinejo;2520;1290;1230;4,184;3552;2813;12202;11085
Granada;Alhama de Granada;5979;3204;2775;6,184;6097;6126;0;0
Granada;Alhendín;9349;4721;4628;5,200;6934;8503;21196;17777
Granada;Alicún de Ortega;480;238;242;563;520;523;0;0
Granada;Almegíjar;365;184;181;435;401;376;0;0
Granada;Almuñécar;26514;13079;13435;24,713;27703;27391;18494;15923
Granada;Alpujarra de la Sierra;989;563;426;1,174;1119;1041;0;0
Granada;Alquife;601;304;297;780;692;718;0;0
Granada;Arenas del Rey;666;366;300;2,157;2029;1865;0;0
Granada;Armilla;24174;11987;12187;18,385;21895;23623;23119;19267
Granada;Atarfe;18706;9320;9386;12,919;15945;17792;1972;1683
Granada;Baza;20412;10137;10275;22,220;21982;20668;18524;15837
Granada;Beas de Granada;977;519;458;1,069;1035;1012;0;0
Granada;Beas de Guadix;329;169;160;377;396;363;0;0
Granada;Benalúa;3318;1644;1674;3,288;3368;3298;1607;14125
Granada;Benalúa de las Villas;1066;556;510;1,391;1414;1148;0;0
Granada;Benamaurel;2293;1157;1136;2,323;2458;2378;13207;12035
Granada;Bérchules;716;386;330;807;822;739;0;0
Granada;Bubión;296;150;146;355;350;309;0;0
Granada;Busquístar;289;149;140;364;298;289;0;0
Granada;Cacín;569;289;280;697;618;589;0;0
Granada;Cádiar;1453;766;687;1,601;1637;1554;14294;12801
Granada;Cájar;5129;2468;2661;4,051;4690;4909;12175;10986
Granada;Calahorra, La;673;343;330;0;0;719;0;0
Granada;Calicasas;617;306;311;568;555;606;0;0
Granada;Campotéjar;1237;631;606;1,441;1418;1301;15166;13582
